,Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
7545,INV-24305500015,02-01-2020,3549,Quicker Liquor Store,1414 48th St,Fort Madison,52627,POINT (-91.373211 40.62422600000001),56,LEE,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,67266,Yukon Jack,12,750,9.25,13.88,12,166.56,9,2.37
7546,INV-24307100022,02-01-2020,2611,Hy-Vee Drugstore / Ottumwa,1140 North Jefferson St,Ottumwa,52501,POINT (-92.401538 41.026754000000004),90,WAPELLO,1031100,American Vodkas,297,Laird & Company,35918,Five O'Clock Vodka,6,1750,7.2,10.8,6,64.8,10.5,2.77
7547,INV-24296600075,02-01-2020,2670,Hy-Vee Food Store / Coralville,2004 8th  St,Coralville,52241,POINT (-91.591868 41.682337000000004),52,JOHNSON,1081300,American Cordials & Liqueur,322,Prestige Wine & Spirits Group,75210,Kinky Pink,6,750,10,15,6,90,4.5,1.18
7548,INV-24296300019,02-01-2020,5418,Casey's General Store # 2780/Cedar Rapids,5555 Edgewood Rd NE,Cedar Rapids,52411,POINT (-91.701379 42.034054),57,LINN,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11294,Crown Royal,24,375,8,12,6,72,2.25,0.59
7549,INV-24304700022,02-01-2020,5078,Casey's General Store #2096 / Counci,2301 S 24th St,Council Bluffs,51501,POINT (-95.879335 41.238763),78,POTTAWATTA,1022100,Mixto Tequila,395,PROXIMO,89199,Jose Cuervo Especial Reposado Square,12,375,5.5,8.25,12,99,4.5,1.18
7550,INV-24308700008,02-01-2020,2681,Hy-Vee C-Store / Fairfeild,1300 W Burlington,Fairfield,52556,POINT (-93.619787 41.60566),51,JEFFERSON,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10805,Crown Royal Regal Apple,24,375,8,12,24,288,9,2.37
7551,INV-24304500041,02-01-2020,3443,Super Saver Iv,1141 N Broadway,Council Bluffs,51503,POINT (-95.836515 41.270824),78,POTTAWATTA,1081400,American Schnapps,55,SAZERAC NORTH AMERICA,84141,99 Peaches,12,750,7.5,11.25,3,33.75,2.25,0.59
7552,INV-24292600032,02-01-2020,4404,KUM & GO #292 / Ankeny,1825 N Ankeny Blvd,Ankeny,50021,POINT (-93.619787 41.60566),77,POLK,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19066,Jim Beam,12,750,10.5,15.75,3,47.25,2.25,0.59
7553,INV-24305700008,02-01-2020,2191,Keokuk Spirits,1013 Main,Keokuk,52632,POINT (-91.387797 40.400038),56,LEE,1022200,100% Agave Tequila,434,LUXCO INC,87646,Exotico Blanco,12,750,11,16.5,24,396,18,4.75
7554,INV-24304100015,02-01-2020,5314,Tobacco Hut & Liquor,3134 Manawa Center Dr. # 9,Council Bluffs,51501,POINT (-95.847514 41.228712),78,POTTAWATTA,1062400,Spiced Rum,259,Heaven Hill Brands,43025,Admiral Nelson Spiced Rum PET,12,750,6,9,5,45,3.75,0.99
7555,INV-24302900015,02-01-2020,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,Council Bluffs,51501,POINT (-95.8792 41.238092),78,POTTAWATTA,1011200,Straight Bourbon Whiskies,55,SAZERAC NORTH AMERICA,21598,Ten High,6,1750,8.5,12.75,3,41.58,5.25,1.38
7556,INV-24309500008,02-01-2020,3525,Wines and Spirits,106 W 2nd St,Washington,52353,POINT (-91.692214 41.300399),92,WASHINGTON,1062400,Spiced Rum,260,DIAGEO AMERICAS,43337,Captain Morgan Original Spiced,12,1000,11.75,17.63,24,423.12,24,6.34
7557,INV-24302700031,02-01-2020,4629,Kwik Shop #541 / Glenwood,309 N Locust St,Glenwood,51534,POINT (-95.744909 41.050184),65,MILLS,1022100,Mixto Tequila,395,PROXIMO,89196,Jose Cuervo Especial Reposado,12,750,11.07,16.61,4,66.44,3,0.79
7558,INV-24294900095,02-01-2020,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1031100,American Vodkas,322,Prestige Wine & Spirits Group,36266,Grays Peak Vodka,12,750,10,15,2,30,1.5,0.39
7559,INV-24300600025,02-01-2020,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona,50511,POINT (-94.235955 43.08091),55,KOSSUTH,1071100,Cocktails /RTD,260,DIAGEO AMERICAS,58801,Captain Morgan Long Island Iced Tea,6,1750,11,16.5,6,99,10.5,2.77
7560,INV-24293500008,02-01-2020,2620,Hy-Vee / Windsor Heights,7101 University Ave,Windsor Heights,50311,POINT (-93.619787 41.60566),77,Polk,1701100,Temporary & Specialty Packages,300,McCormick Distilling Co.,41468,360 Sorrento Lemon Vodka Mini,6,50,5.1,7.65,6,45.3,0.3,0.07
7561,INV-24294000072,02-01-2020,2521,Hy-Vee Food and Drug / Grand / WDM,1990 Grand Avenue,West Des Moines,50265,POINT (-93.73162 41.571127),77,POLK,1031100,American Vodkas,229,DEHNER DISTILLERY,36873,Blue Ox Vodka,12,750,3.2,4.8,12,57.6,9,2.37
7562,INV-24294000151,02-01-2020,2521,Hy-Vee Food and Drug / Grand / WDM,1990 Grand Avenue,West Des Moines,50265,POINT (-93.73162 41.571127),77,POLK,1022200,100% Agave Tequila,410,Patron Spirits Company,88290,Patron Silver,12,200,9,13.5,2,27,0.4,0.1
7563,INV-24307500009,02-01-2020,4191,Fareway Stores #995 / Pella,2010 Washington St,Pella,50219,POINT (-92.941983 41.412241),63,MARION,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10807,Crown Royal Regal Apple,12,750,15.59,23.39,12,280.68,9,2.37
7564,INV-24301300020,02-01-2020,4236,Fareway Stores #551 / Eagle Grove,205 NW  1st St,Eagle Grove,50533,POINT (-93.903801 42.665165),99,WRIGHT,1031100,American Vodkas,301,FIFTH GENERATION INC,38177,Titos Handmade Vodka,12,1000,12.67,19.01,12,228.12,12,3.17
7565,INV-24308800102,02-01-2020,2601,Hy-Vee Food Store / Fairfield,1300 West Burlington Ave,Fairfield,52556,POINT (-91.978702 41.006456),51,JEFFERSON,1022200,100% Agave Tequila,85,Brown Forman Corp.,89274,El Jimador Anejo,6,750,14.37,21.56,3,64.68,2.25,0.59
7566,INV-24311000051,02-01-2020,5068,Tobacco Shop / Arnolds Park,612 S Highway 71,Arnolds Park,51331,POINT (-95.14027400000002 43.361577),30,DICKINSON,1031100,American Vodkas,260,DIAGEO AMERICAS,37997,Smirnoff 80prf,12,1000,9.25,13.88,2,27.76,2,0.52
7567,INV-24297100046,02-01-2020,5071,Jeff's Market / Durant,408 6th Ave,Durant,52747,POINT (-90.911744 41.600606),16,CEDAR,1081300,American Cordials & Liqueur,434,LUXCO INC,76487,Paramount Amaretto,12,1000,4.05,6.08,1,6.08,1,0.26
7568,INV-24315000027,02-01-2020,4446,QUIK TRIP #513 / URBANDALE,4600 Merle Hay Rd,Urbandale,50322,POINT (-93.697999 41.644296),77,POLK,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19061,Jim Beam Mini,12,50,5.4,8.1,3,24.3,0.15,0.03
7569,INV-24305400046,02-01-2020,2584,Hy-Vee Food Store / Fort Madison,2606 Avenue L,Fort Madison,52627,POINT (-91.343544 40.626988),56,LEE,1012100,Canadian Whiskies,259,Heaven Hill Brands,11776,Black Velvet,12,750,5.23,7.85,12,94.2,9,2.37
7570,INV-24297000051,02-01-2020,3952,Lot-A-Spirits,3780 State St,Bettendorf,52722,POINT (-90.48065 41.529655),82,SCOTT,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19477,Makers Mark,12,1000,22.04,33.06,12,396.72,12,3.17
7571,INV-24310300030,02-01-2020,3626,Wal-Mart 2714 / Spencer,500  11th St,Spencer,51301,POINT (-95.152474 43.126816),21,CLAY,1031100,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56,10.5,2.77
7572,INV-24295100027,02-01-2020,4636,Kwik Shop #561 / Cedar Rapids,2904 Center Point Rd NE,Cedar Rapids,52402,POINT (-91.662822 42.007194),57,LINN,1032100,Imported Vodkas,115,CONSTELLATION BRANDS INC,34820,Svedka 80prf,12,750,8.25,12.38,4,49.52,3,0.79
7573,INV-24291900061,02-01-2020,4405,KUM & GO #92 / ANKENY,1025 E  1st St,Ankeny,50021,POINT (-93.58166 41.731869),77,POLK,1081400,American Schnapps,55,SAZERAC NORTH AMERICA,84172,99 Bananas Mini,10,50,6,9,1,9,0.05,0.01
7574,INV-24294000082,02-01-2020,2521,Hy-Vee Food and Drug / Grand / WDM,1990 Grand Avenue,West Des Moines,50265,POINT (-93.73162 41.571127),77,POLK,1032100,Imported Vodkas,421,SAZERAC COMPANY  INC,35213,Sobieski,6,1750,10.99,16.49,6,98.94,10.5,2.77
7575,INV-24306300008,02-01-2020,5257,MAD Ave Quik Shop,"405, Madison Ave",Ottumwa,52501,POINT (-93.619787 41.60566),90,WAPELLO,1031100,American Vodkas,434,LUXCO INC,36304,Hawkeye Vodka,24,375,1.86,2.79,24,66.96,9,2.37
7576,INV-24305900058,02-01-2020,2191,Keokuk Spirits,1013 Main,Keokuk,52632,POINT (-91.387797 40.400038),56,LEE,1052100,Imported Brandies,420,MOET HENNESSY USA,48106,Hennessy VS,12,750,19.99,29.99,12,359.88,9,2.37
7577,INV-24291100024,02-01-2020,2673,Hy-Vee # 6/ Des Moines,420 Court Ave,Des Moines,50309,POINT (-93.62245400000002 41.584842),77,POLK,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26826,Jack Daniels Old #7 Black Label,12,750,15.57,23.36,24,560.64,18,4.75
7578,INV-24309300023,02-01-2020,3525,Wines and Spirits,106 W 2nd St,Washington,52353,POINT (-91.692214 41.300399),92,WASHINGTON,1062400,Spiced Rum,260,DIAGEO AMERICAS,43337,Captain Morgan Original Spiced,12,1000,11.75,17.63,24,423.12,24,6.34
7579,INV-24291800047,02-01-2020,3656,Target Store T-1767 / Ankeny,2135 SE Delaware Ave,Ankeny,50021,POINT (-93.581201 41.708563),77,POLK,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77740,Smirnoff Raspberry,12,750,8.25,12.38,12,148.56,9,2.37
7580,INV-24304300021,02-01-2020,3477,Sam's Club 6472 / Council Bluffs,3221 Manawa Centre Dr,Council Bluffs,51501,POINT (-95.847163 41.225208),78,POTTAWATTA,1011200,Straight Bourbon Whiskies,259,Heaven Hill Brands,17916,Elijah Craig,12,750,15,22.5,12,270,9,2.37
7581,INV-24309300065,02-01-2020,3525,Wines and Spirits,106 W 2nd St,Washington,52353,POINT (-91.692214 41.300399),92,WASHINGTON,1071100,Cocktails /RTD,395,PROXIMO,58845,Jose Cuervo Authentic Berry Punch Margarita,6,1750,8.74,13.11,2,26.22,3.5,0.92
7582,INV-24299200007,02-01-2020,4453,SID'S GAS and GROCERIES,"1116, Hwy 69 South",Forest City,50436,POINT (-93.637202 43.24898100000001),95,WINNEBAGO,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,50,30,45,2,90,0.1,0.02
7583,INV-24303100045,02-01-2020,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,Council Bluffs,51501,POINT (-95.8792 41.238092),78,POTTAWATTA,1022100,Mixto Tequila,434,LUXCO INC,87937,Juarez Silver,12,1000,7.83,11.75,24,282,24,6.34
7584,INV-24296600092,02-01-2020,2670,Hy-Vee Food Store / Coralville,2004 8th  St,Coralville,52241,POINT (-91.591868 41.682337000000004),52,JOHNSON,1081300,American Cordials & Liqueur,434,LUXCO INC,78456,Paramount Creme de Cacao Dark,12,750,5,7.5,12,90,9,2.37
7585,INV-24290900071,02-01-2020,2501,Hy-Vee  #2 / Ames,640 Lincolnway,Ames,50010,POINT (-93.619455 42.022848),85,STORY,1062400,Spiced Rum,259,Heaven Hill Brands,43026,Admiral Nelson Spiced Rum,12,750,6,9,12,108,9,2.37
7586,INV-24304200024,02-01-2020,3629,Wal-Mart 1965 / Council Bluffs,3200 Manawa Dr,Council Bluffs,51503,POINT (-93.619787 41.60566),78,POTTAWATTA,1031100,American Vodkas,301,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,10,15,12,173.52,9,2.37
7587,INV-24310800068,02-01-2020,3390,Okoboji Avenue Liquor,1610 Okoboji Avenue,Milford,51351,POINT (-95.149955 43.331525),30,DICKINSON,1051100,American Brandies,434,LUXCO INC,55506,Paramount Cherry Brandy,12,750,5.48,8.22,2,16.44,1.5,0.39
7588,INV-24311900004,02-01-2020,5435,Junction Liquor,"10 3rd St. NW, Ste B",Hartley,51346,POINT (-95.477367 43.184821),71,OBRIEN,1011100,Blended Whiskies,492,WESTERN SPIRITS BEVERAGE,27417,Bird Dog Maple,6,750,10,15,1,15,0.75,0.19
7589,INV-24313500006,02-01-2020,3866,Target Store T-1170 / Ames,320 S Duff,Ames,50010,POINT (-93.61036300000002 42.019875000000006),85,STORY,1011200,Straight Bourbon Whiskies,619,Campari America,22175,Russells Reserve 10YR,6,750,20,30,12,360,9,2.37
7590,INV-24297100061,02-01-2020,5071,Jeff's Market / Durant,408 6th Ave,Durant,52747,POINT (-90.911744 41.600606),16,CEDAR,1071100,Cocktails /RTD,55,SAZERAC NORTH AMERICA,57157,Chi-Chi's Pina Colada,6,1750,6.5,9.75,2,18.52,3.5,0.92
7591,INV-24294900211,02-01-2020,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1022200,100% Agave Tequila,395,PROXIMO,87510,1800 Silver,12,750,15.46,23.19,2,46.38,1.5,0.39
7592,INV-24290900128,02-01-2020,2501,Hy-Vee  #2 / Ames,640 Lincolnway,Ames,50010,POINT (-93.619455 42.022848),85,STORY,1022100,Mixto Tequila,434,LUXCO INC,89387,Juarez Gold,12,1000,7.83,11.75,12,141,12,3.17
7593,INV-24308600013,02-01-2020,4501,Kum & Go #134 / Fairfield,1601 W Burlington Ave,Fairfield,52556,POINT (-91.981752 41.006447),51,JEFFERSON,1031100,American Vodkas,434,LUXCO INC,36301,Hawkeye Vodka Mini,12,50,4.13,6.2,2,12.4,0.1,0.02
7594,INV-24307400004,02-01-2020,4522,Casey's General Store #2523 / Monroe,201 Ralph St,Monroe,50170,POINT (-93.099657 41.509806),50,JASPER,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10807,Crown Royal Regal Apple,12,750,15.59,23.39,4,93.56,3,0.79
7595,INV-24295200026,02-01-2020,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1031100,American Vodkas,297,Laird & Company,35914,Five O'Clock Vodka,24,375,1.93,2.9,8,23.2,3,0.79
7596,INV-24290900042,02-01-2020,2501,Hy-Vee  #2 / Ames,640 Lincolnway,Ames,50010,POINT (-93.619455 42.022848),85,STORY,1041100,American Dry Gins,434,LUXCO INC,29728,Calvert Gin,6,1750,6.5,9.75,6,58.5,10.5,2.77
7597,INV-24313500001,02-01-2020,3866,Target Store T-1170 / Ames,320 S Duff,Ames,50010,POINT (-93.61036300000002 42.019875000000006),85,STORY,1031100,American Vodkas,260,DIAGEO AMERICAS,37996,Smirnoff 80prf,12,750,8.25,12.38,12,148.56,9,2.37
7598,INV-24293900123,02-01-2020,2648,Hy-Vee #4 / WDM,555 S 51st St,West Des Moines,50265,POINT (-93.773557 41.561197),77,POLK,1012100,Canadian Whiskies,619,Campari America,10890,Forty Creek,12,750,10.52,15.78,6,94.68,4.5,1.18
7599,INV-24293600072,02-01-2020,2620,Hy-Vee / Windsor Heights,7101 University Ave,Windsor Heights,50311,POINT (-93.619787 41.60566),77,Polk,1071100,Cocktails /RTD,395,PROXIMO,58835,Jose Cuervo Authentic Lime Margarita,6,800,4.62,6.93,6,41.58,4.8,1.26
7600,INV-24295000014,02-01-2020,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1062500,Flavored Rum,370,PERNOD RICARD USA,42717,Malibu Coconut Rum,12,1000,10.99,16.49,24,395.76,24,6.34
7601,INV-24300800022,02-01-2020,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona,50511,POINT (-94.226877 43.06732),55,KOSSUTH,1032100,Imported Vodkas,370,PERNOD RICARD USA,34008,Absolut Swedish Vodka 80prf,6,1750,19.99,29.99,6,179.94,10.5,2.77
7602,INV-24310200033,02-01-2020,5315,Brother's Market Wine and Spirits,110 South Main Street,Sigourney,52591,POINT (-92.20510500000002 41.333293),54,KEOKUK,1051100,American Brandies,434,LUXCO INC,55084,Paramount Blackberry Brandy,24,375,3.55,5.33,4,21.32,1.5,0.39
7603,INV-24305400014,02-01-2020,2584,Hy-Vee Food Store / Fort Madison,2606 Avenue L,Fort Madison,52627,POINT (-91.343544 40.626988),56,LEE,1042100,Imported Dry Gins,260,DIAGEO AMERICAS,28866,Tanqueray Gin,12,750,13.5,20.25,6,121.5,4.5,1.18
7604,INV-24304100050,02-01-2020,5314,Tobacco Hut & Liquor,3134 Manawa Center Dr. # 9,Council Bluffs,51501,POINT (-95.847514 41.228712),78,POTTAWATTA,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64865,Fireball Cinnamon Whiskey PET,12,750,8.98,13.47,5,67.35,3.75,0.99
7605,INV-24302100006,02-01-2020,4872,Casey's General Store #2644 / Earlham,975 N Chestnut Ave,Earlham,50072,POINT (-94.123159 41.500191),61,MADISON,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10791,Crown Royal Vanilla,12,750,15.59,23.39,3,70.17,2.25,0.59
7606,INV-24293800034,02-01-2020,3899,Wal-Mart 3762 / WDM,6365 Stagecoach Dr,West Des Moines,50266,POINT (-93.795512 41.558107),77,POLK,1071100,Cocktails /RTD,395,PROXIMO,58838,Jose Cuervo Authentic Lime Margarita,6,1750,8.74,13.11,6,78.66,10.5,2.77
7607,INV-24313000014,02-01-2020,4015,Wal-Mart 0749 / Ames,3015 Grand Ave,Ames,50010,POINT (-93.62068300000001 42.05242),85,STORY,1062400,Spiced Rum,240,William Grant & Sons Inc,45886,Sailor Jerry Spiced Navy Rum,12,750,9.65,14.48,12,173.76,9,2.37
7608,INV-24303500027,02-01-2020,4475,Bucky's Express #27 / Council Bluffs,2713 S 24th St,Council Bluffs,51501,POINT (-95.879147 41.234536000000006),78,POTTAWATTA,1031100,American Vodkas,300,McCormick Distilling Co.,36901,McCormick 80prf Vodka Mini,6,50,4.7,7.05,3,21.15,0.15,0.03
7609,INV-24302300011,02-01-2020,5259,Gameday Liquor,924 Locust St,Glenwood,51534,POINT (-95.916235 41.284951),65,MILLS,1081400,American Schnapps,65,Jim Beam Brands,73517,Dekuyper Cactus Juice,12,1000,7.87,11.81,2,23.62,2,0.52
7610,INV-24295500045,02-01-2020,4634,Kwik Shop #565 / Cedar Rapids,"4201, Center Point Rd NE",Cedar Rapids,52402,POINT (-91.665659 42.021931),57,LINN,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26821,Jack Daniels Old #7 Black Label Mini,12,50,9.06,13.59,2,27.18,0.1,0.02
7611,INV-24295200004,02-01-2020,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86881,Southern Comfort Mini,10,50,5.65,8.48,1,8.48,0.05,0.01
7612,INV-24299300032,02-01-2020,4073,"Uptown Liquor, Llc",306 Hwy 69 South,Forest City,50436,POINT (-93.633306 43.261538),95,WINNEBAGO,1062500,Flavored Rum,35,BACARDI USA INC,43137,Bacardi Limon,12,1000,9.5,14.25,12,171,12,3.17
7613,INV-24308500018,02-01-2020,4021,Wal-Mart 0985 / Fairfield,2701 W Burlington Ave,Fairfield,52556,POINT (-91.993721 41.006375),51,JEFFERSON,1081200,Cream Liqueurs,305,Mhw LTD,73052,Rumchata,12,375,7.5,11.25,12,135,4.5,1.18
7614,INV-24299900082,02-01-2020,2556,Hy-Vee Wine and Spirits / Estherville,1033 Central Avenue,Estherville,51334,POINT (-94.829962 43.402096),32,EMMET,1081200,Cream Liqueurs,305,Mhw LTD,80488,Tippy Cow Shamrock Mint,6,750,10,15,6,90,4.5,1.18
7615,INV-24291200017,02-01-2020,4406,Kum & Go #4020 / Ankeny,1910 SW White Birch Circle,Ankeny,50023,POINT (-93.62657100000001 41.701905),77,POLK,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25604,Seagrams 7 Crown,12,375,3.5,5.25,6,31.5,2.25,0.59
7616,INV-24307700053,02-01-2020,2642,Hy-Vee Wine and Spirits / Pella,512 E Oskaloosa,Pella,50219,POINT (-92.899277 41.396961000000005),63,MARION,1031100,American Vodkas,195,Swell Liquor LLC,38058,Swell Vodka,12,1000,7.18,10.77,12,129.24,12,3.17
7617,INV-24307700095,02-01-2020,2642,Hy-Vee Wine and Spirits / Pella,512 E Oskaloosa,Pella,50219,POINT (-92.899277 41.396961000000005),63,MARION,1081200,Cream Liqueurs,260,DIAGEO AMERICAS,74086,Godiva Dark Chocolate Liqueur,12,750,17,25.5,3,76.5,2.25,0.59
7618,INV-24294000019,02-01-2020,2521,Hy-Vee Food and Drug / Grand / WDM,1990 Grand Avenue,West Des Moines,50265,POINT (-93.73162 41.571127),77,POLK,1062200,White Rum,205,E & J Gallo Winery,66517,RumHaven Mini,10,50,5.6,8.4,10,84,0.5,0.13
7619,INV-24292700031,02-01-2020,4810,Kum & Go #518 / Ankeny,3603 NE Otterview Circle,Ankeny,50021,POINT (-93.572458 41.760989),77,POLK,1062400,Spiced Rum,260,DIAGEO AMERICAS,43334,Captain Morgan Original Spiced,24,375,5,7.5,4,30,1.5,0.39
7620,INV-24291800035,02-01-2020,3656,Target Store T-1767 / Ankeny,2135 SE Delaware Ave,Ankeny,50021,POINT (-93.581201 41.708563),77,POLK,1082000,Imported Cordials & Liqueurs,389,REMY COINTREAU USA INC,64776,Cointreau Liqueur,12,750,19.99,29.99,12,359.88,9,2.37
7621,INV-24295000008,02-01-2020,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26827,Jack Daniels Old #7 Black Label,12,1000,18.89,28.34,36,1020.24,36,9.51
7622,INV-24297600003,02-01-2020,4970,Jeff's Market / West Liberty,"200, E 3rd St",West Liberty,52776,POINT (-91.26158700000002 41.569916),70,MUSCATINE,1062200,White Rum,35,BACARDI USA INC,43126,Bacardi Superior,12,750,8.26,12.39,12,148.68,9,2.37
7623,INV-24290500021,02-01-2020,4084,Fareway Stores #061 / Ankeny,3205 North Ankeny Blvd,Ankeny,50023,POINT (-93.619787 41.60566),77,POLK,1062100,Gold Rum,434,LUXCO INC,45248,Paramount Gold Rum,6,1750,7.5,11.25,6,70.56,10.5,2.77
7624,INV-24301300010,02-01-2020,4236,Fareway Stores #551 / Eagle Grove,205 NW  1st St,Eagle Grove,50533,POINT (-93.903801 42.665165),99,WRIGHT,1062400,Spiced Rum,260,DIAGEO AMERICAS,43338,Captain Morgan Original Spiced,6,1750,18,27,6,162,10.5,2.77
7625,INV-24299600010,02-01-2020,4854,Casey's General Store #3029 / Armstrong,"307, S 4th Ave",Armstrong,50514,POINT (-94.483108 43.39274),32,EMMET,1031100,American Vodkas,301,FIFTH GENERATION INC,38176,Titos Handmade Vodka,12,750,10,15,12,173.52,9,2.37
7626,INV-24310600001,02-01-2020,2565,Hy-Vee Food Store #1636 / Spencer,819 N Grand Ave,Spencer,51301,POINT (-95.14506 43.145897),21,CLAY,1012300,Single Malt Scotch,240,William Grant & Sons Inc,4367,Balvenie 14YR Caribbean Cask,6,750,42.5,63.75,2,123,1.5,0.39
7627,INV-24311400032,02-01-2020,2522,Hy-Vee Wine and Spirits / Spirit Lake,Hwy 9 & 71,Spirit Lake,51360,POINT (-93.619787 41.60566),30,DICKINSON,1031100,American Vodkas,297,Laird & Company,35914,Five O'Clock Vodka,24,375,1.93,2.9,6,17.4,2.25,0.59
7628,INV-24298500034,02-01-2020,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,POINT (-93.596754 41.554101),77,POLK,1062500,Flavored Rum,65,Jim Beam Brands,44520,Cruzan Vanilla,12,750,7,10.5,12,126,9,2.37
7629,INV-24305300002,02-01-2020,5448,Fareway Stores #177/ Fort Madison,1820 Avenue H,Fort Madison,52627,POINT (-91.33056 40.630216),56,LEE,1062400,Spiced Rum,260,DIAGEO AMERICAS,43336,Captain Morgan Original Spiced,12,750,9.06,13.59,12,163.08,9,2.37
7630,INV-24307800006,02-01-2020,3789,Wal-Mart 1393 / Oskaloosa,2203 A Avenue West,Oskaloosa,52577,POINT (-92.669924 41.298516),62,MAHASKA,1011200,Straight Bourbon Whiskies,259,Heaven Hill Brands,17956,Evan Williams Black,12,750,8,12,12,144,9,2.37
7631,INV-24303800140,02-01-2020,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503,POINT (-95.825137 41.242732),78,POTTAWATTA,1032200,Imported Flavored Vodka,115,CONSTELLATION BRANDS INC,34812,Svedka Raspberry,12,750,8.75,13.13,4,49.52,3,0.79
7632,INV-24295800007,02-01-2020,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 Blairs Ferry Road NE,Cedar Rapids,52402,POINT (-91.668909 42.034799),57,LINN,1062200,White Rum,434,LUXCO INC,45278,Paramount White Rum,6,1750,7.5,11.25,6,70.56,10.5,2.77
7633,INV-24306800102,02-01-2020,2543,Hy-Vee Food Store #1 / Ottumwa,1025 North Quincy Ave,Ottumwa,52501,POINT (-92.438463 41.01558),90,Wapello,1022200,100% Agave Tequila,410,Patron Spirits Company,89626,Patron Reposado,12,750,28.5,42.75,1,42.75,0.75,0.19
7634,INV-24296400032,02-01-2020,2529,Hy-Vee Drugstore #4 / Cedar Rapids,4825 Johnson Ave NW,Cedar Rapids,52405,POINT (-91.73337 41.968343),57,LINN,1031200,American Flavored Vodka,380,Phillips Beverage,41696,UV Green Apple,12,750,6.5,9.75,3,29.25,2.25,0.59
7635,INV-24293700008,02-01-2020,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77,POLK,1032100,Imported Vodkas,421,SAZERAC COMPANY  INC,34368,Fris Danish Vodka,6,1750,8.49,12.74,6,76.44,10.5,2.77
7636,INV-24295200169,02-01-2020,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1032100,Imported Vodkas,370,PERNOD RICARD USA,34007,Absolut Swedish Vodka 80prf,12,1000,12.49,18.74,12,224.88,12,3.17
7637,INV-24290400009,02-01-2020,2502,Hy-Vee Wine and Spirits / Ankeny,410 North Ankeny Blvd,Ankeny,50021,POINT (-93.619787 41.60566),77,POLK,1031100,American Vodkas,260,DIAGEO AMERICAS,38006,Smirnoff 80prf PET,12,750,8.25,12.38,12,148.56,9,2.37
7638,INV-24299800007,02-01-2020,2556,Hy-Vee Wine and Spirits / Estherville,1033 Central Avenue,Estherville,51334,POINT (-94.829962 43.402096),32,EMMET,1031100,American Vodkas,301,FIFTH GENERATION INC,38178,Titos Handmade Vodka,6,1750,19,28.5,6,171,10.5,2.77
